,index,kouwei,huanjing,fuwu,comment,date
21077,1777,,3,,,
21078,1778,,3,,,
21079,1779,,3,,,
21080,1780,,3,,,
21081,1781,3.0,4,4.0,"
                        感谢大众点评抽中了我，四人餐很不错哟，但是分量比较适合三个人，因为素食饱腹感不强。这家店很适合几个闺蜜一起去吃，整体风格充满藏式佛教元素，装修得很有特色，很素雅，菜品质量不错很新鲜、干净，很清补，锅底是藏茶，菜品推荐非洲冰草，海带芽，素虾仁，天麻片，豆茶也很好喝，服务态度非常好！所以虽然是素食，但价格也属于中偏上，也还是比较值的。总之很满意，唯一缺点就是龙湖北城天街这家店太远了！
                ",15-09-20
21082,1782,4.0,4,4.0,"
                        新店开张不错 菜品精致 服务也贴心 而且素食没负担
                ",15-09-20
21083,1783,,4,,,
21084,1784,,4,,,
21085,1785,,4,,,
21086,1786,,4,,,
21087,1787,4.0,4,4.0,"
                        环境好，服务好，味道可以，菜品新鲜，推荐的特色叶子菜、小吃饼都好好吃，打包的鲜花饼也可以，最主要是团购好！
                ",15-09-19
21088,1788,,4,,,
21089,1789,,4,,,
21090,1790,,4,,,
21091,1791,,4,,,
21092,1792,,4,,,
21093,1793,3.0,4,4.0,"
                        之前就看见小伙伴推荐过。提前打了电话预定了位置。到了店里还是等了一会才入座。服务确实不错。臧茶煮的火锅加入了一些药材，应该很补吧。上菜速度也蛮快。服务员很贴心的为我们调配了他家独有味道的酱料。确实很清淡！特别推荐一下他家独有的非洲冰草。看上去就萌萌哒。口感脆脆的吃着看着都舒服。还有他家的青稞扎萨味道也很不错的。吃完最后我们还打包了两个。还有哦他家全素食！这才是重点嘿嘿
                ",15-09-19
21094,1794,,4,,,
21095,1795,,4,,,
21096,1796,,4,,,
21097,1797,,4,,,
21098,1798,4.0,4,4.0,"
                        环境服务都是一流，味道也很合口，三天来吃了两次，推荐
                ",15-09-19
21099,1799,,4,,,
21100,1800,,4,,,
21101,1801,,4,,,
21102,1802,4.0,4,4.0,"
                        巴适，很有特色，值得尝尝，藏文化氛围
                ",15-09-19
21103,1803,3.0,3,3.0,"
                        第一次吃纯素餐。进门就能闻到香的味道我们是中午去的，人不多 坐到了靠窗的位子。在龙湖 ，我在春熙路这边 还是有点远的。菜品价格也不贵，我们两人才用一百多一点，用代金券太划算了。锅底都是藏茶汤，不同的是里面有的会加其他的料。加汤就是加旁边的茶噢。味道清淡，不知道是不是可以清肠 哈哈海带芽好吃 很嫩。还有，素丸子，猴头菇做的，不知道是菇的味道还是味精味太重 不怎么喜欢吃。土豆片好吃，好便宜才三元一份哦素东坡肉好像有魔芋的口感。看着样子还是好看，哈哈。吃火锅我最喜欢做的就是调蘸料哈哈 ，有爱吃的芝麻酱，小米椒，还有秘制蘸料，种类还是挺多的。我们要到一点的时候去的，吃到了下午两点半，哈哈环境不错，很悠闲，坐着喝喝茶，时间就过去了。
                ",15-09-19
21104,1804,,3,,,
21105,1805,,3,,,
21106,1806,,3,,,
21107,1807,,3,,,
21108,1808,4.0,4,4.0,"
                        去过红牌楼那家，北城天街开的时候很高兴，要近一点。去的时候半天没找到，原来不是在北城天街里面，是在天街旁一条叫天街西里的小路上。二楼。特意点了上次没有点过的特色菜。非洲冰草很不错，脆爽脆爽的，次第花开是现烤的鲜花饼，味道比嘉华的还好。不是很喜欢豆茶，更喜欢蓝莓果汁的味道。永恒不变的大爱是素丸子，虽然是素的，吃起来却很香。其实不同口味的锅底味道差别不大，只是添加东西的多和少而已。很喜欢一叶的环境，布置的很舒心，服务员也都是笑容满面的。
                ",15-09-19
21109,1809,,4,,,
21110,1810,,4,,,
21111,1811,,4,,,
21112,1812,,4,,,
21113,1813,,4,,,
21114,1814,4.0,4,4.0,"
                        第二次吃了，味道不错，健康味美，环境也挺好
                ",15-09-19
21115,1815,2.0,2,2.0,"
                        很喜欢的素菜火锅，成都开了好多家了，支持!
                ",15-09-18
21116,1816,4.0,4,4.0,"
                        非常有特色有意境的餐厅，素食领导者，健康，吃的不仅仅是美食，吃的还是是文化！请朋友来的，我和朋友非常满意！强烈推荐
                ",15-09-18
21117,1817,4.0,4,4.0,"
                        叶粉签到！叶粉签到！叶粉签到！重要的事要说三遍！话说这是继环球中心跟红牌楼店之后，在成都第三家开业的一叶异世界藏茶素食火锅了，虽然地处离我非常遥远的北边，正好有朋友住这附近，也是喜欢吃素的小两口，所以就邀他们一起约约约！开车导航穿城到龙湖北城天街，还是打不到店铺具体方向，所以只好把车先停下来再走路觅店。可能因为不熟北边啊，一路好找。。。给服务员打了好几个电话，经过那位小哥的耐心解说，才走对了路。如果对那边不熟的小伙伴，建议先找到龙湖北城天街那个大荧幕，然后询问喇叭花广场，再找到宜宾燃面，再抬头一望，就是熟悉的咖啡底白字的一叶一世界了哈~Bingo~拿走不谢！【店铺优惠】新店总是有优惠的！大众点评跟隔壁都有29.9代100的团购卷出售！作为叶粉必须屯卷啊，这样的优惠真的是让人摆手称赞！喜欢的朋友赶紧团起来，目前还有上述的低价团购哦！【环境】个人比较喜欢龙湖店的布局，有柳暗花明又一村的感觉，比环球店宽敞，又比红牌楼店有巧思，当然还是一样的禅意十足，清雅朴素。【服务】这个满分毫无疑问，一叶的服务向来都很棒！吃完以后跟小伙伴坐着正在聊人生，服务员还贴心的送上小礼物跟一个月饼，礼物很实用，月饼也很好吃~感恩！
                ",15-09-18
21118,1818,,4,,,
21119,1819,,4,,,
21120,1820,,4,,,
21121,1821,,4,,,
21122,1822,,4,,,
21123,1823,,4,,,
21124,1824,3.0,4,4.0,"
                        味道一般，环境较好。正价的话不会去吃。。那个肉夹馍最好吃
                ",15-09-18
21125,1825,4.0,4,4.0,"
                        环境好，味道好，服务好，一定会再去
                ",15-09-18
21126,1826,3.0,4,2.0,"
                        中的四人套霸王餐，真心赶谢大众点评网和商家的活动哈。还是多好找的，打个优伯儿大众朗怡16元到那个五块石西路那个广场，走到最里面汉堡王街对面。里面不算多大，像巷子一样，门口还买东西，都是一间一间的咋过有点日式房的赶脚，装修蛮巴适的。味道度很清淡，仿荤的看起很像，啥子圆子外形逼真。冰草脆脆的好特别。油鸡不晓得是啥东东有皮一样的，吃起来豆筋类，我吃得多。素虾仁以前吃过，就是外形很像，吃起像硬果冻。豆茶多好喝的，粘粘滑滑的，好大一杯。三个人吃四个人的餐，剩了一些。感觉胃口大的四个人有些欠。服务员多会说，又拉家常又介绍的。有一点不好，有些菜说没有了就先给换了，事前也不告诉，端上来也不说，问了才回答，虽然是霸王餐，但先展后周总觉着不对味。店里点了香，习惯的还好，不习惯的人就不爽嘞！二楼上楼梯上下。回切时广场边净是火三轮。又喊了个优伯儿现代名图，转了一大圈才转出来，司机说这一转路不好走，到处设堵，又花了18元。不晓得为啥子30元优惠券用不起。反正这一转路不安逸。
                ",15-09-18
21127,1827,3.0,3,3.0,"
                        地方真的有点难找！以至于我现在都觉得无法描述！总之到了龙湖就先把车停了再上来找！真的吃不来素食，但好朋友很喜欢，奇怪第二次吃觉得还不错，海带必点，煮葡萄欣赏不来，鲜花饼惊艳！四个人人均下来20多块钱坐了一下午，巴适
                ",15-09-18
21128,1828,,3,,,
21129,1829,4.0,4,4.0,"
                        环境很好，味道很赞！来一次就爱上了！
                ",15-09-17
21130,1830,3.0,3,3.0,"
                        很好，满意，适合老年人，清淡～这次的鲜花饼是陈勒。。。
                ",15-09-17
21131,1831,3.0,4,4.0,"
                        环境和服务一如既往的好，素食爱好者的天堂
                ",15-09-17
21132,1832,4.0,4,4.0,"
                        首先，因为大伙推荐的次第花开和青稞扎撒，所以上来直接把这两样点起，味道真是不负盛名，必吃！然后豆茶也是五谷杂粮磨的，口感还算丝滑，我们两个人喝了两小扎！个人不太适应仿荤的口味，其他蔬菜因为原料好，所以烫熟了直接吃能吃出原汁原味的鲜美！总体很棒，值得推荐
                ",15-09-17
21133,1833,4.0,3,4.0,"
                        就是有点远，其余都好！下次还要去！
                ",15-09-16
21134,1834,4.0,4,4.0,"
                        这家店真的是让我纠结了很久，最开始红牌楼推出的39.9的券，我团了几张，但是一和老公朋友说是全素的，他们就提不起兴趣，后来过期就退了，然后又有朋友和我说，好像很一般，我都已经没对这家店报什么希望了，还好这次又有机会来，要不真的要错过这么好的一家餐厅了，后来又看了一下点评，大家好像对红牌楼那家点的评价不高，这个龙湖店我到是很喜欢之前对这家店感兴趣，一个是名字“一叶一世界”，特别有感觉，还有就是藏茶素食，我减肥之后对素食是比较感兴趣的，到店里一看，果然老板是个非常有情怀的人，店里的点点滴滴都透露着老板的心思，虽然是吃火锅，但是进到店里感觉很安静，每个包间都是半开放时的，如果装成全开放的，老板至少可以增加一半的位子。他家的锅底有很多种，原味的、果味的、药膳的、花的。。。。。。很别致，菜品就更可爱了，虽然是素食，但是还是很费心的用素的材料做成了荤菜的样子，让大家“意淫”一下，哈哈，关键是味道都很像，这是怎么做到的呢他家的“爱情扎撒”很好吃，里面的馅真的好像火腿肠，豆茶也很特别，用五谷杂粮制成又加了藏茶，很香海带芽仍然是最爱，一定只能烫三秒钟哦这顿饭吃的很开心，这么健康的火锅，我又可以吃火锅拉
                ",15-09-16
21135,1835,4.0,4,4.0,"
                        可以  环境安逸，服务态度好。
                ",15-09-15
21136,1836,4.0,4,4.0,"
                        这家店在城北，从学校磨子桥赶过去花了一个多小时…加上各种看错路…本来预订了12点15，结果45分才到…到了之后喝着藏茶稍等了一会，顺便参观了一下门店。店内的装饰都是藏式风格的，有许多书籍与藏族装饰。里面全都是卡座间，我们两个人坐在里面跟大很舒服，有4个人的，大的看到有8个人的。都是单人小锅。有各种各样的藏茶锅底，里面有个茶包。点了个明目养神的锅底，有一些梨干在里面。清肺润燥的锅底里面是各种花…青稞扎萨灰常好吃！豆茶也不错，特别浓，两个人点了一扎有点多，可以分别点一杯。第一次吃非洲冰草，只要煮3到10秒即可，口感特别脆，味道独特。其他的素菜都还行，素丸子与五花肉口感都不错，竹荪蛋就有点吃不来了…最后两个人吃了200。
                ",15-09-15
21137,1837,,4,,,
21138,1838,4.0,4,4.0,"
                        服务态度非常好，环境也不错，适合家庭或者朋友聚会，味道清淡可口，价格也便宜，下次还来
                ",15-09-14
21139,1839,,4,,,
21140,1840,,4,,,
21141,1841,,4,,,
21142,1842,4.0,4,4.0,"
                        味道好服务好环境也好，好吃还可以减肥..哈哈
                ",15-09-14
21143,1843,4.0,4,4.0,"
                        感谢大众点评抽中了我，有机会可以来这家很有情怀的店装修非常的不错，都是半开放的包间，店里处处都透露着佛家气息，能够感觉出老板的用心这是家全素的餐厅，但是菜品上非常的用心，做成各种外观为荤菜的品种，关键是味道还挺像的他家的特色饼很好吃，怎么能把里面的馅做的那么像火腿呢，太好吃了
                ",15-09-14
21144,1844,,4,,,
21145,1845,,4,,,
21146,1846,,4,,,
21147,1847,4.0,4,4.0,"
                        素丸子和和那个爱情扎萨特别好吃，那个葡萄在锅里面煮一下很好吃，很有特色的一家店，一定会再去
                ",15-09-14
21148,1848,4.0,4,4.0,"
                        感觉不错，首先环境很好，比较浓厚的藏式佛教风格。其次是服务员也很和善，随时面带微笑，很温柔，让人感觉特别舒服。菜品很精致也很新鲜，抽中的是免费四人餐，由于我们只去了三个人，服务员很贴心的说将第四个人的锅底换成一种菜品，送了一个月饼给我们品尝。这一点很值得赞赏，很多店在这种情况下都会直接免掉一个锅底的。上菜完毕后，还为我们在桌上点上熏香。我的是花香锅，很美，里面有个药包，碟子里是芝麻酱和黄豆以及一点点干辣椒，加了锅里的半勺汤兑成的，味道清淡，很养身。菜品中，我最喜欢吃的有非洲冰草、海带芽以及爱情扎撒，前两者是汤菜，几秒就好了，冰草脆而多汁，海带芽十分稚嫩，后者是小吃，类似于夹馍，馍是由青稞做的，热的时候特别好吃。这里面不允许带任何酒精饮料进来饮用，也是一种提倡不饮酒，健康饮食的理念。而且这家店一般不允许剩菜，主张光盘，说的是对劳动人民的感恩与成果的珍惜，这些思想都值得表扬。店中有一个功德箱，旁边还有许多跟佛教有关的书，感兴趣的客人都可以挑选自己喜欢的书带回家看，这也是一种宣传藏佛文化的一种方式吧。整个店都充满着藏式佛教文化的味道，值得体验！
                ",15-09-14
21149,1849,,4,,,
21150,1850,,4,,,
21151,1851,,4,,,
21152,1852,,4,,,
21153,1853,,4,,,
21154,1854,,4,,,
21155,1855,3.0,4,4.0,"
                        不错，中奖得了4人券，两个人去吃的，只上了一般的菜，后面的说可以给留着，但另外一位不喜欢吃素食，所以，就不像再去了，其实味道还可以，尤其冰草和扎萨，锅底都差不多，关键还是看蘸碟。素食者不错的选择，环境好，服务也好。很注意节俭，会提醒不要点太多。
                ",15-09-14
21156,1856,3.0,4,3.0,"
                        早早的听闻一叶一世界素食火锅，一直没机会去，有幸地参加预猜活动中奖，说明天天看大众点评至很晚还有有回报的。  本来请父母同去，龙湖天街北站离我们太远，父母没去，叫上姑母姑父和我们一家三口乘坐70路至北站西二路，同站换乘98三站下，在天街二楼，很醒目的写着店名，让我们激动啊！终于到了。   朋友们一定要预约哟！不然要等，时间长短就不知了，遇堵车迟了，中途店员打了两次电话，感受很贴❤的服务噢！赞       说装修风吧藏文化特色，佛文化的组合，看就知道老板的细心和用心于对中国文化的传统深遂和宣扬。让我们心灵的触动。一叶一世界，一锅一人生，内涵强大！   话有点多，写的不好原谅，书读少了，但真诚的说。讲述下菜品，（非洲冰草），老公说这菜冻过得菜上有冰，我立刻笑起来。    服务员说了南极进口。空运而来，口感冰冰凉凉的，很爽脆。这个冰草叶片上有层‘冰’，吃到口里嫩脆多汁，极似水。必点……    （青稞扎萨）就象肉夹馍，这是听闻很久了，所以没多想就整几口再说，口感嘛相信大家没错的，我姑母说好吃好吃！    木瓜我女儿点了一份整了，又点一份。甜甜清香的喜欢。      说葡萄上来后，给女儿生吃，水果嘛，服务员说下锅烫下更好。我老公整}了个，我问有没怪味，没，还可以！我们相对而笑，出来长知识了。    总而言之，素食在现在而今眼目下，胖子多，三高人群多，真心应该多吃吃素食！健康才是快乐……！所以不管朋友，老小朋友看到素食就走起！
                ",15-09-14
21157,1857,,4,,,
21158,1858,,4,,,
21159,1859,,4,,,
21160,1860,,4,,,
21161,1861,,4,,,
21162,1862,,4,,,
21163,1863,4.0,4,4.0,"
                        锅底味道一般，但是蘸料很有特色，味道不错！
                ",15-09-13
21164,1864,,4,,,
21165,1865,,4,,,
21166,1866,,4,,,
21167,1867,,4,,,
21168,1868,3.0,3,3.0,"
                        因为上次吃了之后，得了四张惜福卡，还差一张才能换一份单人餐，所以这次又过来吃了一次，想着凑够5张可以召唤神龙！他家环境还是非常不错，服务也很客气。鲜花饼太好吃了，走的时候打包了10个，哈哈。当早饭！因为当天是初一，带上了吃素的亲人，以往初一十五，吃素，只能在家炒一个蔬菜，现在如果想吃东西，遇到初一十五，就可以来他家了！
                ",15-09-13
21169,1869,4.0,4,4.0,"
                        用卷还是比较划算，环境不错很安静。
                ",15-09-13
21170,1870,,4,,,
21171,1871,,4,,,
21172,1872,,4,,,
21173,1873,,4,,,
21174,1874,,4,,,
21175,1875,,4,,,
21176,1876,3.0,4,4.0,"
                        很幸运抽中了四人餐，之前有预约，还有电话来问什么时候到。位置应该还好找，只是我们开始以为是在商场里，结果在商场的中庭，里面装修非常好，服务员也挺多，每个位置都是小隔间，感觉很好，吃饭是还可以放下帘子。四人餐里有些菜没有了，换了一些，素丸子和青稞扎萨真的很好吃，其他的也不错。调料比较单调，吃辣可以加小米辣，主打养生。里面还有免费的佛学的书发放。另外WiFi关注微信就可以上了。
                ",15-09-13
21177,1877,,4,,,
21178,1878,,4,,,
21179,1879,,4,,,
21180,1880,,4,,,
21181,1881,,4,,,
21182,1882,,4,,,
21183,1883,4.0,4,4.0,"
                        环境雅致，挺有品味的。素食，很新鲜，仿葷做得很好，口感像真的，既满足口感食欲，又符合养生文化。食物好，服务好，会继续光临。
                ",15-09-13
21184,1884,4.0,4,4.0,"
                        秘制调料是沙茶酱，配茶汤火锅想不到这么好吃。仿荤吃多了胃不消化呀。非洲冰草脆脆的超级爱。有的服务员满面带笑，如沐春风，还会体谅顾客，让少点菜，提倡光盘行动。有的服务员面无表情，叫半天没反应，一定是有心事。装修很棒，都是卡座，最少4人，导致两个人去肯定是要拼桌的。如果遇到同桌陌生人一直在摆空龙门阵，特别还装X失败，确实想笑呢。我和老公只能食不语，拼命吃。
                ",15-09-13
21185,1885,,4,,,
21186,1886,4.0,4,4.0,"
                        虽然是大众点评中的体验，但是服务还是非常的好，从预约开始，服务员就非常的热情。到店之后温馨介绍各种菜品。非常暖心。店铺环境不错，有很浓烈的风情。说说锅底吧，非常有特色的藏式锅底，有四种选择。菜品所有都是素食，做的很可爱，据说全部都是原生态。总的来说，非常不错的体验，谢谢大众点评和一叶一世界餐厅。下次和朋友聚会一定再来光顾。
                ",15-09-13
21187,1887,4.0,4,4.0,"
                        很喜欢这家，特别适合带爸妈来吃
                ",15-09-13
21188,1888,2.0,3,3.0,"
                        抢的29.9的团购券，在快过期前去吃了。这地方真远，而且，新开的购物中心，停车居然还收费！！！店员小妹人挺好，还多次打电话确认我们到场时间。说预约的桌子只能保留到预约时间后15分钟，也算是紧赶慢赶赶上了。总的来说，一般吧，喜爱素食的人可以去试，如果原价吃，略坑爹。不过人家装修花了大价钱，收高一点也是能理解。本人很少吃汤锅的沾碟，可是这家的，说实话，很喜欢，最喜欢的就是这个沾碟了好吗！我觉得芝麻味刚好，朋友说有点浓，好想打包回去地说。要是热干面的酱有这个这么好吃，我一定不会嫌弃它的！说说菜品吧，因为是素食，所以全都是青菜和菌类。和朋友两个人，点了菌汤锅和花香锅。菌汤锅里面的菌类还挺多，说的是种类和数量。有些菌只有这个锅底里有，单点是没有的。菜的品类个人觉得有点少，用ipad点餐，一页4个菜，包括小菜饮料总共只有10页的样子。不过素食嘛，也吃不了多少，对于肉食动物的人来说orz。素丸子推荐，无论从颜色，口感，味觉来讲，都给你一种在吃肉的感觉。一入口，首先是一股肉的香味铺满鼻腔，接着牙齿和丸子互相撕咬，咬起来超有嚼劲，里面加了小的菌片类，吃起来就像在寻宝，在肉里吃到了软骨一样的感觉。竹荪蛋，这玩意儿不推荐。口感不好。吃起来像是水分过多的果皮类，比较脆，本身没有什么味道。鲜花饼是有诚意的，刚上来的鲜花饼咬一口，里面真的是鲜花哦，颜色也很鲜亮，好评。在来说下汤底，吃了一会，让服务员加汤，服务员说，就是加桌上的茶。呵呵，我也是醉了。
                ",15-09-13
21189,1889,,3,,,
21190,1890,,3,,,
21191,1891,,3,,,
21192,1892,,3,,,
21193,1893,,3,,,
21194,1894,,3,,,
21195,1895,1.0,4,3.0,"
                        环境很棒，处处用心，感觉在繁华的都市也能寻到一个天地是不一样的，想起以前去康定的感觉了；再来说服务，挺好的；最后说菜品，清汤寡水的，用一个食客的话来说就是；如果没有调料我相信我吃不下去；调料没有姜葱蒜；不过东西都还是用心的，菜也新鲜，就是怎么说呢，毕竟不是肉，没有肉荤气，仿真还是挺像的，五花肉有五花肉的口感，但是没有肉香，好吧我就是个肉食动物；总的来说还是不错了，没有试过的一定要去试试，现在新店开张优惠力度也蛮大，我们2人吃了200，算是能吃的了哈哈哈哈哈
                ",15-09-13
21196,1896,,4,,,
21197,1897,,4,,,
21198,1898,,4,,,
21199,1899,,4,,,
21200,1900,3.0,3,3.0,"
                        冰草的口感很特别 还不错 偶尔来一次
                ",15-09-12
21201,1901,,3,,,
21202,1902,4.0,4,4.0,"
                        不错的一次团购。吃点素食，多点健康。
                ",15-09-12
21203,1903,4.0,4,4.0,"
                        将近六点钟到的，因为预定满了，所以排了号，等了两个小时左右，幸好旁边是商场，和家人去逛逛时间也快，所以要去的小伙伴一定要预定，一定要预定，一定要预定！因为人气真的很火爆！进门环境还不错，服务员态度也热情，之前看了评价，所以点了些人气菜：非洲冰草：绿绿的，冰冰的，烫几秒就吃，比较脆，吃到嘴里很清新爽口，强推蟹味菇：提鲜的，吃起来还不错，嫩还有些蔬菜那些就看自己喜好点了，但是还要强推的就是扎萨，像夹肉锅魁，但是外面面皮很软，糯，里面的像火腿肠，不知道是什么做的，有一点辣，符合四川人口味，后面还打包了好几个走最后就是他们家的秘制酱料，很香，我去加调料时，还有个大妈一直打听那个酱料怎么做的，说用来炒菜很安逸希望建设路家店快点开，这样不用跑太远了
                ",15-09-12
21204,1904,,4,,,
21205,1905,,4,,,
21206,1906,,4,,,
21207,1907,4.0,4,4.0,"
                        各方面非常好，野菜好吃，饼好吃。
                ",15-09-12
21208,1908,2.0,2,3.0,"
                        偶尔吃吃素养生清心也不错的，素食小火锅，清汤锅底，非常清淡的口味。青稞扎萨还是比较辣的咸的，但挺不错的。鲜花饼也不错。团购价可以试试。
                ",15-09-12
21209,1909,3.0,4,4.0,"
                        团了两张券 三个人吃刚好差不多 在北城天街 但是不是天街里面 在二楼 位置比较好找 招牌看上去不是很安逸 但是进去发现装修的很藏式 之前环球中心那家位置也比较偏 这家就在家附近 去的早 后面去的都在派对 调料是自助的 麻酱类居然 锅底很清淡 菜品也很健康 点了很多仿肉 整体味道还不错 三个人吃了191代金券花了八十 不错 整体很满意
                ",15-09-12
21210,1910,,4,,,
21211,1911,,4,,,
21212,1912,,4,,,
21213,1913,,4,,,
21214,1914,,4,,,
21215,1915,,4,,,
21216,1916,4.0,4,4.0,"
                        很喜欢的店，原来一直在环球吃，现在北门也有了。不过五块石真的太乱了，小伙伴们提前出门吧。最喜欢仿荤菜哈，大口吃都没有罪恶感，哈哈。店长是环球店的美女，一看就认识啦
                ",15-09-12
21217,1917,4.0,4,4.0,"
                        很好，味道清淡。健康。只是地理位置不方便。
                ",15-09-12
21218,1918,,4,,,
21219,1919,,4,,,
21220,1920,,4,,,
21221,1921,,4,,,
21222,1922,,4,,,
21223,1923,4.0,4,4.0,"
                        很满意，每周吃一次健康，很舒服。环境很好，磁场不错。
                ",15-09-12
21224,1924,,4,,,
21225,1925,4.0,4,4.0,"
                        很不错的一餐！虽然没有看到29.9的，两人用了两张39.9的.也非常划算了.环境好，服务好，菜品新颖，健康养生。还会再来的，已经发朋友圈向大家推荐了。
                ",15-09-12
21226,1926,,4,,,
21227,1927,,4,,,
21228,1928,,4,,,
21229,1929,,4,,,
21230,1930,,4,,,
21231,1931,,4,,,
21232,1932,4.0,4,4.0,"
                        龙湖店的服务态度超级好~茶凉了会帮你换热的，要点的次第花开没有了，还不停的道歉，其实真的没什么啦，下次再来吃就是啦
                ",15-09-11
21233,1933,3.0,4,3.0,"
                        还可以，就是龙湖店太远又堵车，之前还去过环球中心店
                ",15-09-11
21234,1934,4.0,4,4.0,"
                        很有意思的餐厅。环境很神秘和轻松，心灵很宁静，非常稀饭。
                ",15-09-10
21235,1935,,4,,,
21236,1936,,4,,,
21237,1937,,4,,,
21238,1938,,4,,,
21239,1939,,4,,,
21240,1940,,4,,,
21241,1941,4.0,4,4.0,"
                        不错哦，喜欢藏茶的香甜，服装风格
                ",15-09-10
21242,1942,,4,,,
21243,1943,,4,,,
21244,1944,,4,,,
21245,1945,,4,,,
21246,1946,,4,,,
21247,1947,,4,,,
21248,1948,3.0,4,3.0,"
                        还是30代100的代金券，大中午的和朋友一起来吃，点了蛮多素菜，后来发现其实汤底就最便宜那种就好了，因为毕竟都是蘸料的味道，这次的碟子明显不咸不淡，加上汤后很合适，但是觉得不辣就去多加了几次辣椒油，味道很不错，这家店比红牌楼的配料多了花生碎和黄豆豆，非常喜欢这个搭配哈哈。     青稞扎萨也比红牌楼的更脆，更香，里面的生菜，素火腿，佐料味道其实都一样，但是这个底脆脆的更好吃，鲜花饼也没红牌楼的那么腻，这两个小吃真心好吃，还在给朋友说以后单独来买这两样吃哈哈。     荤菜点的饺子和丸子，丸子里面的馅有白菜，菌类，胡萝卜还是比较丰富，但是不是很喜欢，那个丸子好吃很喜欢，还有就是藕，冬瓜，玉米，米豆腐，米豆腐糯糯的很好吃非常喜欢，冬瓜和玉米，冬瓜别煮久了吃着脆脆的，玉米也是水果玉米，而且量还是比较多的，真心很实在还很便宜，用的代金券吃得觉得很划算，但是作为穷学生应该也不会怎么来吃没有券的话，这家服务也是很好的，环境两家店都是一个风格。这次在北城天街去厕所看了下，厕所里也点了熏香，也完全没有味道，环境也很好。总之这家店都很好给32个赞
                ",15-09-09
21249,1949,,4,,,
21250,1950,,4,,,
21251,1951,,4,,,
21252,1952,,4,,,
21253,1953,,4,,,
21254,1954,,4,,,
21255,1955,4.0,4,4.0,"
                        非常不错的一次团购，环境不错，服务态度也非常细致，菜品量一般，爱情扎撒不错，面饼比较劲道有嚼劲，喜欢茼蒿、娃娃菜，鲜花饼感觉不如其他食客那么好吃。以环保、养生、健康为主题， 不过就原价来说价格偏高了些。
                ",15-09-09
21256,1956,,4,,,
21257,1957,,4,,,
21258,1958,,4,,,
21259,1959,,4,,,
21260,1960,,4,,,
21261,1961,,4,,,
21262,1962,4.0,4,4.0,"
                        又和朋友一起来吃啦，一如既往的好，哈哈，吃的很饱，而且都光盘啦，得到了惜福卡，棒棒哒！好评！
                ",15-09-09
21263,1963,,4,,,
21264,1964,,4,,,
21265,1965,,4,,,
21266,1966,2.0,3,4.0,"
                        确实太素了、清淡的很！适合素食动物！
                ",15-09-09
21267,1967,,3,,,
21268,1968,4.0,4,4.0,"
                        又带同事来了，大家都很满意，地理位置不是很好找，在广场最里面。来第二次，这店的管理人员挺喜欢的，态度温和，而且一周前去的她都记得住我，真是受宠若惊哈哈。本来它家利润低，不能再外带饮料，领我软磨硬泡同意我打包饮料走哈哈。4个人只吃了200块，但是打包了鲜花饼，蓝莓饮料一人拿一瓶，共花了200哈哈。上次吃也是，打包了鲜花饼，饮料，也是花费了近200。它家建设路要开新店，期待，这边确实离我家有点远。。。菜品同事第一次吃也是觉得非洲冰草、素丸子是很好吃的，推荐大家必点。其他的仁者见仁智者见智吧，反正菜品都很新鲜好吃，斜边的素菜其他地方很多都吃不到。当然鲜花饼必点哈哈，而且不仅要点，还要打包，大家要提前说，因为太多人打包，一锅只能弄10个，要20多分钟，很有可能你点了前面有一锅你要等40分钟，所以早点想好早点点。那个可能是分店店长的人很好，有别人用现金买单她都告知别人用代金卷会更划算，棒棒哒～
                ",15-09-09
21269,1969,,4,,,
21270,1970,,4,,,
21271,1971,,4,,,
21272,1972,,4,,,
21273,1973,,4,,,
21274,1974,,4,,,
21275,1975,3.0,4,4.0,"
                        开业去的。装修的很小资，有格调。味道还行，总觉得缺少了点什么，原来是没有晕菜。偶尔去一次还可以，男的吃火锅还是的大块的肉才行。2人吃了200多一点。用卷以后还是挺合适的的价格。
                ",15-09-09
21276,1976,,4,,,
21277,1977,,4,,,
21278,1978,,4,,,
21279,1979,4.0,4,4.0,"
                        味道好，环境棒，最主要是服务特别好，那天朋友过生去的，他们送了一份面，广播还放了生日歌，特别感动，谢谢！会一如既往的支持的！
                ",15-09-09
21280,1980,4.0,4,4.0,"
                        很好吃！最爱鲜花饼！打败了20个耶！妈妈最爱吃天麻和素丸子。我觉得饺子也非常好吃！豆茶也是现磨的，很醇香！
                ",15-09-09
21281,1981,,4,,,
21282,1982,,4,,,
21283,1983,,4,,,
21284,1984,,4,,,
21285,1985,,4,,,
21286,1986,,4,,,
21287,1987,4.0,4,4.0,"
                        很不错的一家店，服务太好了，什么菜煮多久都会告知，清淡，健康，作料很好吃！那个素丸子，我吃出了肉的感觉。环境很好，幽静！突然感觉自己高大上了，哈哈哈哈！
                ",15-09-08
21288,1988,,4,,,
21289,1989,,4,,,
21290,1990,,4,,,
21291,1991,,4,,,
21292,1992,,4,,,
21293,1993,,4,,,
21294,1994,4.0,4,4.0,"
                        味道好 服务也好 很健康 八十岁婆婆生日选择这家 三桌人 吃得很满意 一些摆件也很漂亮 成都都有三家店了
                ",15-09-08
21295,1995,,4,,,
